genome_ID	N50	source	technlogy	NCBI_ID	NCBI_name	name	contact	Other	copy number	OTU	novelty_category	description
Sample23_59	3716	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample23_59	tuesparholt@gmail.com	Circular element	46	2	=	circular elements
Sample23_601	943	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample23_601	tuesparholt@gmail.com	Circular element	187	2	=	circular elements
Sample23_62	3680	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample23_62	tuesparholt@gmail.com	plasmid	94	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample23_64	3658	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample23_64	tuesparholt@gmail.com	plasmid	192	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample23_74	3352	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample23_74	tuesparholt@gmail.com	plasmid	75	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample23_75	3330	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample23_75	tuesparholt@gmail.com	plasmid	141	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample23_76	3319	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample23_76	tuesparholt@gmail.com	plasmid	135	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample23_84	3158	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample23_84	tuesparholt@gmail.com	Circular element	178	2	=	circular elements
Sample23_87	3117	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample23_87	tuesparholt@gmail.com	plasmid	146	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_100	2502	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample24_100	tuesparholt@gmail.com	Circular element	159	2	=	circular elements
Sample24_101	2491	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_101	tuesparholt@gmail.com	plasmid	184	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_109	2364	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_109	tuesparholt@gmail.com	plasmid	117	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_145	1901	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_145	tuesparholt@gmail.com	plasmid	76	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_20	5295	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_20	tuesparholt@gmail.com	plasmid	14	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_215	1341	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_215	tuesparholt@gmail.com	plasmid	150	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_320	965	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample24_320	tuesparholt@gmail.com	Circular element	107	2	=	circular elements
Sample24_37	4102	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_37	tuesparholt@gmail.com	plasmid	180	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_41	3947	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_41	tuesparholt@gmail.com	plasmid	176	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_45	3856	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_45	tuesparholt@gmail.com	plasmid	112	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_51	3691	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_51	tuesparholt@gmail.com	plasmid	119	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_56	3396	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_56	tuesparholt@gmail.com	plasmid	36	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_59	3322	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_59	tuesparholt@gmail.com	plasmid	56	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_63	3165	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_63	tuesparholt@gmail.com	plasmid	61	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_64	3081	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_64	tuesparholt@gmail.com	plasmid	109	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_66	2972	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_66	tuesparholt@gmail.com	plasmid	121	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_68	2916	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_68	tuesparholt@gmail.com	plasmid	197	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_72	2858	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_72	tuesparholt@gmail.com	plasmid	139	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_74	2813	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_74	tuesparholt@gmail.com	plasmid	125	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample24_88	2640	rat cecum	Illumina HiSeq2000 2x100nt	10239	Viruses	Sample24_88	tuesparholt@gmail.com	Circular virus-like	133	0	-	dsDNA or ssDNA circular viral sequences (viral replication of capsid/envelope gene)
Sample24_92	2626	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample24_92	tuesparholt@gmail.com	plasmid	110	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_102	1551	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_102	tuesparholt@gmail.com	Circular element	71	2	=	circular elements
Sample9_104	1519	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_104	tuesparholt@gmail.com	plasmid	174	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_109	1476	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_109	tuesparholt@gmail.com	Circular element	32	2	=	circular elements
Sample9_110	1472	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_110	tuesparholt@gmail.com	Circular element	162	2	=	circular elements
Sample9_115	1462	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_115	tuesparholt@gmail.com	Circular element	165	2	=	circular elements
Sample9_119	1440	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_119	tuesparholt@gmail.com	Circular element	170	2	=	circular elements
Sample9_122	1428	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_122	tuesparholt@gmail.com	plasmid	155	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_124	1406	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_124	tuesparholt@gmail.com	Circular element	120	2	=	circular elements
Sample9_125	1405	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_125	tuesparholt@gmail.com	Circular element	161	2	=	circular elements
Sample9_128	1384	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_128	tuesparholt@gmail.com	Circular element	15	2	=	circular elements
Sample9_134	1372	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_134	tuesparholt@gmail.com	Circular element	108	2	=	circular elements
Sample9_139	1318	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_139	tuesparholt@gmail.com	Circular element	42	2	=	circular elements
Sample9_144	1299	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_144	tuesparholt@gmail.com	Circular element	1	2	=	circular elements
Sample9_145	1297	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_145	tuesparholt@gmail.com	Circular element	133	2	=	circular elements
Sample9_147	1281	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_147	tuesparholt@gmail.com	Circular element	64	2	=	circular elements
Sample9_149	1268	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_149	tuesparholt@gmail.com	Circular element	100	2	=	circular elements
Sample9_156	1215	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_156	tuesparholt@gmail.com	Circular element	19	2	=	circular elements
Sample9_157	1212	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_157	tuesparholt@gmail.com	Circular element	56	2	=	circular elements
Sample9_158	1212	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_158	tuesparholt@gmail.com	Circular element	45	2	=	circular elements
Sample9_16	3484	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_16	tuesparholt@gmail.com	plasmid	64	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_165	1168	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_165	tuesparholt@gmail.com	Circular element	82	2	=	circular elements
Sample9_170	1153	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_170	tuesparholt@gmail.com	Circular element	47	2	=	circular elements
Sample9_172	1140	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_172	tuesparholt@gmail.com	Circular element	75	2	=	circular elements
Sample9_177	1120	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_177	tuesparholt@gmail.com	Circular element	87	2	=	circular elements
Sample9_179	1099	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_179	tuesparholt@gmail.com	Circular element	45	2	=	circular elements
Sample9_180	1097	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_180	tuesparholt@gmail.com	Circular element	98	2	=	circular elements
Sample9_183	1083	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_183	tuesparholt@gmail.com	Circular element	25	2	=	circular elements
Sample9_188	1046	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_188	tuesparholt@gmail.com	Circular element	22	2	=	circular elements
Sample9_189	1040	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_189	tuesparholt@gmail.com	Circular element	81	2	=	circular elements
Sample9_19	3355	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_19	tuesparholt@gmail.com	plasmid	82	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_190	1040	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_190	tuesparholt@gmail.com	Circular element	89	2	=	circular elements
Sample9_192	1027	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_192	tuesparholt@gmail.com	Circular element	72	2	=	circular elements
Sample9_193	1026	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_193	tuesparholt@gmail.com	Circular element	41	2	=	circular elements
Sample9_2	5544	rat cecum	Illumina HiSeq2000 2x100nt	10239	Viruses	Sample9_2	tuesparholt@gmail.com	Circular virus-like	93	0	-	dsDNA or ssDNA circular viral sequences (viral replication of capsid/envelope gene)
Sample9_20	3345	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_20	tuesparholt@gmail.com	plasmid	72	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_200	999	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_200	tuesparholt@gmail.com	Circular element	96	2	=	circular elements
Sample9_207	982	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_207	tuesparholt@gmail.com	Circular element	64	2	=	circular elements
Sample9_212	965	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_212	tuesparholt@gmail.com	Circular element	83	2	=	circular elements
Sample9_213	965	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_213	tuesparholt@gmail.com	Circular element	20	2	=	circular elements
Sample9_217	959	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_217	tuesparholt@gmail.com	Circular element	33	2	=	circular elements
Sample9_22	3210	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_22	tuesparholt@gmail.com	Circular element	92	2	=	circular elements
Sample9_221	951	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_221	tuesparholt@gmail.com	Circular element	10	2	=	circular elements
Sample9_224	939	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_224	tuesparholt@gmail.com	Circular element	71	2	=	circular elements
Sample9_226	929	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_226	tuesparholt@gmail.com	Circular element	40	2	=	circular elements
Sample9_232	901	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_232	tuesparholt@gmail.com	Circular element	60	2	=	circular elements
Sample9_24	3079	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_24	tuesparholt@gmail.com	Circular element	92	2	=	circular elements
Sample9_3	5446	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_3	tuesparholt@gmail.com	plasmid	70	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_32	2861	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_32	tuesparholt@gmail.com	plasmid	95	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_33	2774	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_33	tuesparholt@gmail.com	plasmid	57	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_35	2722	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_35	tuesparholt@gmail.com	Circular element	69	2	=	circular elements
Sample9_37	2686	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_37	tuesparholt@gmail.com	plasmid	17	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_39	2588	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_39	tuesparholt@gmail.com	plasmid	56	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_40	2566	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_40	tuesparholt@gmail.com	plasmid	36	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_57	2263	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_57	tuesparholt@gmail.com	Circular element	59	2	=	circular elements
Sample9_6	4605	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_6	tuesparholt@gmail.com	plasmid	86	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_63	2109	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_63	tuesparholt@gmail.com	plasmid	29	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_64	2096	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_64	tuesparholt@gmail.com	Circular element	60	2	=	circular elements
Sample9_65	2080	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_65	tuesparholt@gmail.com	Circular element	22	2	=	circular elements
Sample9_66	2074	rat cecum	Illumina HiSeq2000 2x100nt	10239	Viruses	Sample9_66	tuesparholt@gmail.com	Circular virus-like	13	0	-	dsDNA or ssDNA circular viral sequences (viral replication of capsid/envelope gene)
Sample9_68	2037	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_68	tuesparholt@gmail.com	Circular element	35	2	=	circular elements
Sample9_7	4448	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_7	tuesparholt@gmail.com	plasmid	61	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_70	1995	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_70	tuesparholt@gmail.com	Circular element	11	2	=	circular elements
Sample9_73	1940	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_73	tuesparholt@gmail.com	Circular element	63	2	=	circular elements
Sample9_74	1932	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_74	tuesparholt@gmail.com	plasmid	33	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_78	1882	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_78	tuesparholt@gmail.com	plasmid	18	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_82	1740	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_82	tuesparholt@gmail.com	Circular element	21	2	=	circular elements
Sample9_9	3954	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_9	tuesparholt@gmail.com	plasmid	89	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_91	1670	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_91	tuesparholt@gmail.com	Circular element	82	2	=	circular elements
Sample9_93	1650	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_93	tuesparholt@gmail.com	Circular element	2	2	=	circular elements
Sample9_96	1627	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_96	tuesparholt@gmail.com	plasmid	20	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_98	1610	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample9_98	tuesparholt@gmail.com	plasmid	90	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample9_99	1595	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample9_99	tuesparholt@gmail.com	Circular element	5	2	=	circular elements
Sample15_1	16790	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_1	tuesparholt@gmail.com	plasmid	13	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_101	1081	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_101	tuesparholt@gmail.com	Circular element	75	2	=	circular elements
Sample15_102	1080	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_102	tuesparholt@gmail.com	Circular element	72	2	=	circular elements
Sample15_103	1078	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_103	tuesparholt@gmail.com	Circular element	34	2	=	circular elements
Sample15_104	1076	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_104	tuesparholt@gmail.com	Circular element	60	2	=	circular elements
Sample15_105	1076	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_105	tuesparholt@gmail.com	Circular element	49	2	=	circular elements
Sample15_107	1059	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_107	tuesparholt@gmail.com	Circular element	34	2	=	circular elements
Sample15_108	1044	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_108	tuesparholt@gmail.com	Circular element	1	2	=	circular elements
Sample15_109	1041	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_109	tuesparholt@gmail.com	Circular element	91	2	=	circular elements
Sample15_114	998	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_114	tuesparholt@gmail.com	Circular element	91	2	=	circular elements
Sample15_115	986	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_115	tuesparholt@gmail.com	Circular element	79	2	=	circular elements
Sample15_119	961	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_119	tuesparholt@gmail.com	Circular element	59	2	=	circular elements
Sample15_123	923	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_123	tuesparholt@gmail.com	Circular element	42	2	=	circular elements
Sample15_13	5863	rat cecum	Illumina HiSeq2000 2x100nt	10239	Viruses	Sample15_13	tuesparholt@gmail.com	Circular virus-like	89	0	-	dsDNA or ssDNA circular viral sequences (viral replication of capsid/envelope gene)
Sample15_17	4649	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_17	tuesparholt@gmail.com	plasmid	58	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_18	4463	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_18	tuesparholt@gmail.com	plasmid	83	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_19	4321	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_19	tuesparholt@gmail.com	plasmid	4	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_22	3894	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_22	tuesparholt@gmail.com	Circular element	9	2	=	circular elements
Sample15_24	3435	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_24	tuesparholt@gmail.com	plasmid	63	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_25	3374	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_25	tuesparholt@gmail.com	plasmid	51	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_27	3271	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_27	tuesparholt@gmail.com	plasmid	74	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_28	3209	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_28	tuesparholt@gmail.com	Circular element	87	2	=	circular elements
Sample15_29	3053	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_29	tuesparholt@gmail.com	plasmid	79	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_3	13826	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_3	tuesparholt@gmail.com	plasmid	51	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_33	2856	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_33	tuesparholt@gmail.com	plasmid	95	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_35	2740	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_35	tuesparholt@gmail.com	plasmid	14	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_36	2651	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_36	tuesparholt@gmail.com	plasmid	87	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_4	12659	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_4	tuesparholt@gmail.com	plasmid	5	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_48	2202	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_48	tuesparholt@gmail.com	plasmid	48	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_49	2163	rat cecum	Illumina HiSeq2000 2x100nt	10239	Viruses	Sample15_49	tuesparholt@gmail.com	Circular virus-like	53	0	-	dsDNA or ssDNA circular viral sequences (viral replication of capsid/envelope gene)
Sample15_50	2147	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_50	tuesparholt@gmail.com	Circular element	63	2	=	circular elements
Sample15_54	2068	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_54	tuesparholt@gmail.com	Circular element	66	2	=	circular elements
Sample15_6	10855	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_6	tuesparholt@gmail.com	Circular element	7	2	=	circular elements
Sample15_60	1736	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_60	tuesparholt@gmail.com	Circular element	48	2	=	circular elements
Sample15_65	1614	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_65	tuesparholt@gmail.com	plasmid	37	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_67	1533	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_67	tuesparholt@gmail.com	plasmid	81	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_69	1465	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_69	tuesparholt@gmail.com	plasmid	6	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_7	10006	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_7	tuesparholt@gmail.com	plasmid	64	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_71	1408	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_71	tuesparholt@gmail.com	Circular element	60	2	=	circular elements
Sample15_73	1366	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_73	tuesparholt@gmail.com	Circular element	60	2	=	circular elements
Sample15_75	1321	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_75	tuesparholt@gmail.com	Circular element	43	2	=	circular elements
Sample15_78	1283	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_78	tuesparholt@gmail.com	Circular element	1	2	=	circular elements
Sample15_8	7334	rat cecum	Illumina HiSeq2000 2x100nt	45202	unidentified plasmid	Sample15_8	tuesparholt@gmail.com	plasmid	71	1	+	plasmid sequences (plasmid replication, mobilization or stability genes)
Sample15_81	1276	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_81	tuesparholt@gmail.com	Circular element	61	2	=	circular elements
Sample15_82	1261	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_82	tuesparholt@gmail.com	Circular element	64	2	=	circular elements
Sample15_84	1258	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_84	tuesparholt@gmail.com	Circular element	48	2	=	circular elements
Sample15_85	1251	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_85	tuesparholt@gmail.com	Circular element	69	2	=	circular elements
Sample15_86	1239	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_86	tuesparholt@gmail.com	Circular element	28	2	=	circular elements
Sample15_91	1164	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_91	tuesparholt@gmail.com	Circular element	55	2	=	circular elements
Sample15_94	1121	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_94	tuesparholt@gmail.com	Circular element	92	2	=	circular elements
Sample15_95	1119	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_95	tuesparholt@gmail.com	Circular element	13	2	=	circular elements
Sample15_97	1103	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_97	tuesparholt@gmail.com	Circular element	83	2	=	circular elements
Sample15_98	1100	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_98	tuesparholt@gmail.com	Circular element	75	2	=	circular elements
Sample15_99	1100	rat cecum	Illumina HiSeq2000 2x100nt	32644	unidentified	Sample15_99	tuesparholt@gmail.com	Circular element	62	2	=	circular elements
